scenario_id,seed_airport_icao,aircraft_lat,aircraft_lon,aircraft_type,aircraft_category,required_runway_m,emergency_type,max_range_km,fuel_state,fuel_multiplier,aircraft_adjusted_range_km,usable_range_km,extended_range_km,binding_side,airport_icao,runway_length_m,runway_width_m,surface_type,approach_type,has_ils,has_medical,medical_level,has_rescue,rescue_category,has_firefighting,has_maintenance,fuel_available,open_24h,is_international,tower_available,weather_reporting,closure_status,restricted_status,unsafe_status,civil_military,slot_restricted,distance_km,runway_margin_m,distance_zone,target_rank,is_top_choice
S00084,OMDB,25.304747,55.949527,E170,regional_jet,1692,technical,850,normal,1.0,700.0,700.0,1140.911601,aircraft_fuel,OPKC,3400,46,concrete,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,caution,civil,0,1129.402588,1708,extended,8.0,0
S00085,OBBI,26.028477,50.965715,CRJ900,regional_jet,1878,operational_constraints,1010,normal,1.0,700.0,700.0,1142.880415,aircraft_fuel,OTHH,4850,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,105.836127,2972,preferred,1.0,1
S00085,OBBI,26.028477,50.965715,CRJ900,regional_jet,1878,operational_constraints,1010,normal,1.0,700.0,700.0,1142.880415,aircraft_fuel,OKKK,4580,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,461.911706,2702,preferred,2.0,0
S00085,OBBI,26.028477,50.965715,CRJ900,regional_jet,1878,operational_constraints,1010,normal,1.0,700.0,700.0,1142.880415,aircraft_fuel,OMDB,4447,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,449.995675,2569,preferred,3.0,0
S00085,OBBI,26.028477,50.965715,CRJ900,regional_jet,1878,operational_constraints,1010,normal,1.0,700.0,700.0,1142.880415,aircraft_fuel,OERK,4205,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,444.483122,2327,preferred,4.0,0
S00085,OBBI,26.028477,50.965715,CRJ900,regional_jet,1878,operational_constraints,1010,normal,1.0,700.0,700.0,1142.880415,aircraft_fuel,OMAA,4106,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,410.376045,2228,preferred,5.0,0
S00085,OBBI,26.028477,50.965715,CRJ900,regional_jet,1878,operational_constraints,1010,normal,1.0,700.0,700.0,1142.880415,aircraft_fuel,OBBI,3956,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,42.160892,2078,preferred,6.0,0
S00085,OBBI,26.028477,50.965715,CRJ900,regional_jet,1878,operational_constraints,1010,normal,1.0,700.0,700.0,1142.880415,aircraft_fuel,OOMS,4080,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,786.380908,2202,extended,7.0,0
S00086,OMDB,24.511412,55.30334,A320,narrow_body,2454,medical,495,normal,1.0,950.0,495.0,760.100055,emergency,OTHH,4850,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,382.210086,2396,preferred,1.0,1
S00086,OMDB,24.511412,55.30334,A320,narrow_body,2454,medical,495,normal,1.0,950.0,495.0,760.100055,emergency,OMDB,4447,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,82.387009,1993,preferred,2.0,0
S00086,OMDB,24.511412,55.30334,A320,narrow_body,2454,medical,495,normal,1.0,950.0,495.0,760.100055,emergency,OMAA,4106,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,66.658468,1652,preferred,3.0,0
S00086,OMDB,24.511412,55.30334,A320,narrow_body,2454,medical,495,normal,1.0,950.0,495.0,760.100055,emergency,OOMS,4080,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,319.270253,1626,preferred,4.0,0
S00086,OMDB,24.511412,55.30334,A320,narrow_body,2454,medical,495,normal,1.0,950.0,495.0,760.100055,emergency,OBBI,3956,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,507.684267,1502,extended,5.0,0
S00087,OMAA,24.063196,54.855809,A350-900,wide_body,3027,operational_constraints,996,normal,1.0,1500.0,996.0,1642.450956,emergency,OTHH,4850,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,354.664404,1823,preferred,1.0,1
S00087,OMAA,24.063196,54.855809,A350-900,wide_body,3027,operational_constraints,996,normal,1.0,1500.0,996.0,1642.450956,emergency,OKKK,4580,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,892.792716,1553,preferred,2.0,0
S00087,OMAA,24.063196,54.855809,A350-900,wide_body,3027,operational_constraints,996,normal,1.0,1500.0,996.0,1642.450956,emergency,OMDB,4447,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,141.842809,1420,preferred,3.0,0
S00087,OMAA,24.063196,54.855809,A350-900,wide_body,3027,operational_constraints,996,normal,1.0,1500.0,996.0,1642.450956,emergency,OERK,4205,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,831.121145,1178,preferred,4.0,0
S00087,OMAA,24.063196,54.855809,A350-900,wide_body,3027,operational_constraints,996,normal,1.0,1500.0,996.0,1642.450956,emergency,OMAA,4106,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,46.937228,1079,preferred,5.0,0
S00087,OMAA,24.063196,54.855809,A350-900,wide_body,3027,operational_constraints,996,normal,1.0,1500.0,996.0,1642.450956,emergency,OOMS,4080,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,352.592584,1053,preferred,6.0,0
S00087,OMAA,24.063196,54.855809,A350-900,wide_body,3027,operational_constraints,996,normal,1.0,1500.0,996.0,1642.450956,emergency,OBBI,3956,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,490.134907,929,preferred,7.0,0
S00087,OMAA,24.063196,54.855809,A350-900,wide_body,3027,operational_constraints,996,normal,1.0,1500.0,996.0,1642.450956,emergency,OPKC,3400,46,concrete,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,caution,civil,0,1248.302684,373,extended,8.0,0
S00088,OJAI,32.20571,35.973918,E175,regional_jet,1743,medical,798,normal,1.0,750.0,750.0,1185.833526,aircraft_fuel,HECA,4000,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,493.810049,2257,preferred,1.0,1
S00088,OJAI,32.20571,35.973918,E175,regional_jet,1743,medical,798,normal,1.0,750.0,750.0,1185.833526,aircraft_fuel,OJAI,3660,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,53.75005,1917,preferred,2.0,0
S00088,OJAI,32.20571,35.973918,E175,regional_jet,1743,medical,798,normal,1.0,750.0,750.0,1185.833526,aircraft_fuel,LTAC,3750,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,joint,0,920.455605,2007,extended,3.0,0
S00089,LTFM,40.743164,29.153652,E175,regional_jet,1783,security,836,normal,1.0,750.0,750.0,1174.112884,aircraft_fuel,LTFM,4100,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,0,open,none,safe,civil,0,68.894834,2317,preferred,1.0,1
S00089,LTFM,40.743164,29.153652,E175,regional_jet,1783,security,836,normal,1.0,750.0,750.0,1174.112884,aircraft_fuel,LGAV,4000,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,545.813491,2217,preferred,2.0,0
S00089,LTFM,40.743164,29.153652,E175,regional_jet,1783,security,836,normal,1.0,750.0,750.0,1174.112884,aircraft_fuel,LTAC,3750,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,joint,0,332.203988,1967,preferred,3.0,0
S00089,LTFM,40.743164,29.153652,E175,regional_jet,1783,security,836,normal,1.0,750.0,750.0,1174.112884,aircraft_fuel,LCLK,2987,45,asphalt,ILS,1,0,none,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,761.340515,1204,extended,4.0,0
S00090,LIRF,41.533558,12.41708,A220-300,narrow_body,2122,technical,497,low,0.9,855.0,497.0,831.397115,emergency,LIRF,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,33.104282,1780,preferred,1.0,1
S00090,LIRF,41.533558,12.41708,A220-300,narrow_body,2122,technical,497,low,0.9,855.0,497.0,831.397115,emergency,DTTA,3200,45,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,553.768038,1078,extended,2.0,0
S00091,KATL,33.916,-84.795942,A321,narrow_body,2384,weather,1180,normal,1.0,1000.0,1000.0,1667.749107,aircraft_fuel,KJFK,4423,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1226.774212,2039,extended,1.0,1
S00091,KATL,33.916,-84.795942,A321,narrow_body,2384,weather,1180,normal,1.0,1000.0,1000.0,1667.749107,aircraft_fuel,KORD,3962,46,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,936.860163,1578,preferred,2.0,0
S00091,KATL,33.916,-84.795942,A321,narrow_body,2384,weather,1180,normal,1.0,1000.0,1000.0,1667.749107,aircraft_fuel,KATL,3776,46,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,46.047836,1392,preferred,3.0,0
S00091,KATL,33.916,-84.795942,A321,narrow_body,2384,weather,1180,normal,1.0,1000.0,1000.0,1667.749107,aircraft_fuel,CYYZ,3389,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1173.361254,1005,extended,4.0,0
S00092,NZAA,-36.264313,175.599612,A319,narrow_body,2039,security,953,low,0.9,810.0,810.0,1264.319864,aircraft_fuel,NZAA,3635,45,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,110.351098,1596,preferred,1.0,1
S00093,LTAC,39.938014,32.197302,A350-900,wide_body,2813,operational_constraints,1197,normal,1.0,1500.0,1197.0,2029.734284,emergency,OKKK,4580,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1866.858091,1767,extended,1.0,1
S00093,LTAC,39.938014,32.197302,A350-900,wide_body,2813,operational_constraints,1197,normal,1.0,1500.0,1197.0,2029.734284,emergency,LTFM,4100,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,0,open,none,safe,civil,0,328.093381,1287,preferred,2.0,0
S00093,LTAC,39.938014,32.197302,A350-900,wide_body,2813,operational_constraints,1197,normal,1.0,1500.0,1197.0,2029.734284,emergency,LGAV,4000,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,747.355266,1187,preferred,3.0,0
S00093,LTAC,39.938014,32.197302,A350-900,wide_body,2813,operational_constraints,1197,normal,1.0,1500.0,1197.0,2029.734284,emergency,HECA,4000,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1095.069268,1187,preferred,4.0,0
S00093,LTAC,39.938014,32.197302,A350-900,wide_body,2813,operational_constraints,1197,normal,1.0,1500.0,1197.0,2029.734284,emergency,OJAI,3660,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,975.233472,847,preferred,5.0,0
S00093,LTAC,39.938014,32.197302,A350-900,wide_body,2813,operational_constraints,1197,normal,1.0,1500.0,1197.0,2029.734284,emergency,LIRF,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1686.005484,1089,extended,6.0,0
S00093,LTAC,39.938014,32.197302,A350-900,wide_body,2813,operational_constraints,1197,normal,1.0,1500.0,1197.0,2029.734284,emergency,LTAC,3750,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,joint,0,71.135968,937,preferred,7.0,0
S00093,LTAC,39.938014,32.197302,A350-900,wide_body,2813,operational_constraints,1197,normal,1.0,1500.0,1197.0,2029.734284,emergency,LCLK,2987,45,asphalt,ILS,1,0,none,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,576.894326,174,preferred,8.0,0
S00093,LTAC,39.938014,32.197302,A350-900,wide_body,2813,operational_constraints,1197,normal,1.0,1500.0,1197.0,2029.734284,emergency,UUEE,3700,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,1823.923113,887,extended,9.0,0
S00093,LTAC,39.938014,32.197302,A350-900,wide_body,2813,operational_constraints,1197,normal,1.0,1500.0,1197.0,2029.734284,emergency,DTTA,3200,45,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,1940.056024,387,extended,10.0,0
S00093,LTAC,39.938014,32.197302,A350-900,wide_body,2813,operational_constraints,1197,normal,1.0,1500.0,1197.0,2029.734284,emergency,HELX,3000,45,asphalt,RNAV,0,0,none,1,basic,1,0,1,0,0,1,1,open,none,safe,joint,0,1587.125212,187,extended,11.0,0
S00094,OBBI,25.668346,51.290647,E190,regional_jet,1817,medical,528,normal,1.0,800.0,528.0,787.104995,emergency,OTHH,4850,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,54.288797,3033,preferred,1.0,1
S00094,OBBI,25.668346,51.290647,E190,regional_jet,1817,medical,528,normal,1.0,800.0,528.0,787.104995,emergency,OKKK,4580,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,513.495129,2763,preferred,2.0,0
S00094,OBBI,25.668346,51.290647,E190,regional_jet,1817,medical,528,normal,1.0,800.0,528.0,787.104995,emergency,OMDB,4447,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,412.272619,2630,preferred,3.0,0
S00094,OBBI,25.668346,51.290647,E190,regional_jet,1817,medical,528,normal,1.0,800.0,528.0,787.104995,emergency,OERK,4205,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,468.256294,2388,preferred,4.0,0
S00094,OBBI,25.668346,51.290647,E190,regional_jet,1817,medical,528,normal,1.0,800.0,528.0,787.104995,emergency,OMAA,4106,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,364.79015,2289,preferred,5.0,0
S00094,OBBI,25.668346,51.290647,E190,regional_jet,1817,medical,528,normal,1.0,800.0,528.0,787.104995,emergency,OBBI,3956,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,93.257756,2139,preferred,6.0,0
S00094,OBBI,25.668346,51.290647,E190,regional_jet,1817,medical,528,normal,1.0,800.0,528.0,787.104995,emergency,OOMS,4080,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,743.308448,2263,extended,7.0,0
S00095,NZAA,-37.54289,175.036517,B737 MAX 8,narrow_body,2321,fuel,349,low,0.9,900.0,349.0,559.65193,emergency,NZAA,3635,45,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,63.047157,1314,preferred,1.0,1
S00096,LPPT,39.428253,-8.890108,A320,narrow_body,2430,security,526,critical,0.75,712.5,526.0,840.220246,emergency,LEMD,4350,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,468.371548,1920,preferred,1.0,1
S00096,LPPT,39.428253,-8.890108,A320,narrow_body,2430,security,526,critical,0.75,712.5,526.0,840.220246,emergency,LPPT,3707,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,74.999477,1277,preferred,2.0,0
S00096,LPPT,39.428253,-8.890108,A320,narrow_body,2430,security,526,critical,0.75,712.5,526.0,840.220246,emergency,GMMN,3720,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,683.873099,1290,extended,3.0,0
S00097,OBBI,26.391906,50.914218,A320,narrow_body,2385,operational_constraints,780,normal,1.0,950.0,780.0,1243.41735,emergency,OTHH,4850,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,142.477486,2465,preferred,1.0,1
S00097,OBBI,26.391906,50.914218,A320,narrow_body,2385,operational_constraints,780,normal,1.0,950.0,780.0,1243.41735,emergency,OKKK,4580,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,427.824399,2195,preferred,2.0,0
S00097,OBBI,26.391906,50.914218,A320,narrow_body,2385,operational_constraints,780,normal,1.0,950.0,780.0,1243.41735,emergency,OMDB,4447,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,463.785637,2062,preferred,3.0,0
S00097,OBBI,26.391906,50.914218,A320,narrow_body,2385,operational_constraints,780,normal,1.0,950.0,780.0,1243.41735,emergency,OERK,4205,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,451.522946,1820,preferred,4.0,0
S00097,OBBI,26.391906,50.914218,A320,narrow_body,2385,operational_constraints,780,normal,1.0,950.0,780.0,1243.41735,emergency,OMAA,4106,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,433.291994,1721,preferred,5.0,0
S00097,OBBI,26.391906,50.914218,A320,narrow_body,2385,operational_constraints,780,normal,1.0,950.0,780.0,1243.41735,emergency,OBBI,3956,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,30.8503,1571,preferred,6.0,0
S00097,OBBI,26.391906,50.914218,A320,narrow_body,2385,operational_constraints,780,normal,1.0,950.0,780.0,1243.41735,emergency,OOMS,4080,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,804.908902,1695,extended,7.0,0
S00098,UACC,50.676383,71.730298,A321,narrow_body,2441,security,841,normal,1.0,1000.0,841.0,1413.178844,emergency,UAAA,4500,45,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,civil,0,907.777976,2059,extended,1.0,1
S00098,UACC,50.676383,71.730298,A321,narrow_body,2441,security,841,normal,1.0,1000.0,841.0,1413.178844,emergency,UACC,3500,45,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,civil,0,43.147112,1059,preferred,2.0,0
S00099,YSSY,-33.523274,151.574239,E175,regional_jet,1837,medical,1087,low,0.9,675.0,675.0,1054.441331,aircraft_fuel,YSSY,3962,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,59.664095,2125,preferred,1.0,1
S00099,YSSY,-33.523274,151.574239,E175,regional_jet,1837,medical,1087,low,0.9,675.0,675.0,1054.441331,aircraft_fuel,YMML,3657,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,763.608505,1820,extended,2.0,0
S00100,EDDF,50.334041,8.234729,A319,narrow_body,2042,technical,820,low,0.9,810.0,810.0,1285.846696,aircraft_fuel,LFPG,4215,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,434.395133,2173,preferred,1.0,1
S00100,EDDF,50.334041,8.234729,A319,narrow_body,2042,technical,820,low,0.9,810.0,810.0,1285.846696,aircraft_fuel,EDDF,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,41.217459,1958,preferred,2.0,0
S00100,EDDF,50.334041,8.234729,A319,narrow_body,2042,technical,820,low,0.9,810.0,810.0,1285.846696,aircraft_fuel,EGLL,3901,50,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,622.269795,1859,preferred,3.0,0
S00100,EDDF,50.334041,8.234729,A319,narrow_body,2042,technical,820,low,0.9,810.0,810.0,1285.846696,aircraft_fuel,EHAM,3800,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,326.095047,1758,preferred,4.0,0
S00100,EDDF,50.334041,8.234729,A319,narrow_body,2042,technical,820,low,0.9,810.0,810.0,1285.846696,aircraft_fuel,LIRF,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,997.401594,1860,extended,5.0,0
S00100,EDDF,50.334041,8.234729,A319,narrow_body,2042,technical,820,low,0.9,810.0,810.0,1285.846696,aircraft_fuel,EGKK,3317,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,599.061263,1275,preferred,6.0,0
S00100,EDDF,50.334041,8.234729,A319,narrow_body,2042,technical,820,low,0.9,810.0,810.0,1285.846696,aircraft_fuel,ENGM,3600,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1111.031086,1558,extended,7.0,0
S00100,EDDF,50.334041,8.234729,A319,narrow_body,2042,technical,820,low,0.9,810.0,810.0,1285.846696,aircraft_fuel,EGCC,3048,46,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,795.231739,1006,preferred,8.0,0
S00100,EDDF,50.334041,8.234729,A319,narrow_body,2042,technical,820,low,0.9,810.0,810.0,1285.846696,aircraft_fuel,ESSA,3301,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1203.552211,1259,extended,9.0,0
S00100,EDDF,50.334041,8.234729,A319,narrow_body,2042,technical,820,low,0.9,810.0,810.0,1285.846696,aircraft_fuel,EIDW,3110,45,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1050.652763,1068,extended,10.0,0
S00101,CYVR,48.55684,-123.590995,CRJ900,regional_jet,1779,medical,1082,low,0.9,630.0,630.0,1002.262979,aircraft_fuel,CYVR,3505,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,76.836927,1726,preferred,1.0,1
S00102,HELX,25.277403,32.425084,B737-800,narrow_body,2320,operational_constraints,931,low,0.9,855.0,855.0,1427.01169,aircraft_fuel,HECA,4000,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,546.973573,1680,preferred,1.0,1
S00102,HELX,25.277403,32.425084,B737-800,narrow_body,2320,operational_constraints,931,low,0.9,855.0,855.0,1427.01169,aircraft_fuel,OJAI,3660,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,796.83435,1340,preferred,2.0,0
S00102,HELX,25.277403,32.425084,B737-800,narrow_body,2320,operational_constraints,931,low,0.9,855.0,855.0,1427.01169,aircraft_fuel,HELX,3000,45,asphalt,RNAV,0,0,none,1,basic,1,0,1,0,0,1,1,open,none,safe,joint,0,52.096777,680,preferred,3.0,0
S00102,HELX,25.277403,32.425084,B737-800,narrow_body,2320,operational_constraints,931,low,0.9,855.0,855.0,1427.01169,aircraft_fuel,LCLK,2987,45,asphalt,ILS,1,0,none,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,1073.412405,667,extended,4.0,0
S00103,OPLA,30.795438,74.605317,A320,narrow_body,2219,medical,1119,normal,1.0,950.0,950.0,1550.145719,aircraft_fuel,VIDP,4430,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,346.230494,2211,preferred,1.0,1
S00103,OPLA,30.795438,74.605317,A320,narrow_body,2219,medical,1119,normal,1.0,950.0,950.0,1550.145719,aircraft_fuel,UAAA,4500,45,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,civil,0,1412.940994,2281,extended,2.0,0
S00103,OPLA,30.795438,74.605317,A320,narrow_body,2219,medical,1119,normal,1.0,950.0,950.0,1550.145719,aircraft_fuel,VABB,3509,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1313.396424,1290,extended,3.0,0
S00103,OPLA,30.795438,74.605317,A320,narrow_body,2219,medical,1119,normal,1.0,950.0,950.0,1550.145719,aircraft_fuel,OPKC,3400,46,concrete,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,caution,civil,0,981.551754,1181,extended,4.0,0
S00104,OMAA,24.848899,53.91113,A320,narrow_body,2322,fuel,897,low,0.9,855.0,855.0,1543.441969,aircraft_fuel,OTHH,4850,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,236.723494,2528,preferred,1.0,1
S00104,OMAA,24.848899,53.91113,A320,narrow_body,2322,fuel,897,low,0.9,855.0,855.0,1543.441969,aircraft_fuel,OKKK,4580,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,763.301454,2258,preferred,2.0,0
S00104,OMAA,24.848899,53.91113,A320,narrow_body,2322,fuel,897,low,0.9,855.0,855.0,1543.441969,aircraft_fuel,OMDB,4447,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,153.6676,2125,preferred,3.0,0
S00104,OMAA,24.848899,53.91113,A320,narrow_body,2322,fuel,897,low,0.9,855.0,855.0,1543.441969,aircraft_fuel,OERK,4205,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,727.422107,1883,preferred,4.0,0
S00104,OMAA,24.848899,53.91113,A320,narrow_body,2322,fuel,897,low,0.9,855.0,855.0,1543.441969,aircraft_fuel,OMAA,4106,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,87.305714,1784,preferred,5.0,0
S00104,OMAA,24.848899,53.91113,A320,narrow_body,2322,fuel,897,low,0.9,855.0,855.0,1543.441969,aircraft_fuel,OOMS,4080,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,464.746569,1758,preferred,6.0,0
S00104,OMAA,24.848899,53.91113,A320,narrow_body,2322,fuel,897,low,0.9,855.0,855.0,1543.441969,aircraft_fuel,OBBI,3956,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,364.269686,1634,preferred,7.0,0
S00104,OMAA,24.848899,53.91113,A320,narrow_body,2322,fuel,897,low,0.9,855.0,855.0,1543.441969,aircraft_fuel,OPKC,3400,46,concrete,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,caution,civil,0,1336.071359,1078,extended,8.0,0
S00105,FAOR,-26.026879,27.449475,E170,regional_jet,1734,security,1010,normal,1.0,700.0,700.0,1075.045681,aircraft_fuel,FAOR,4418,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,80.617725,2684,preferred,1.0,1
S00106,DNAA,8.377786,8.361124,E170,regional_jet,1672,medical,654,normal,1.0,700.0,654.0,991.822329,emergency,DNMM,3900,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,590.591697,2228,preferred,1.0,1
