scenario_id,seed_airport_icao,aircraft_lat,aircraft_lon,aircraft_type,aircraft_category,required_runway_m,emergency_type,max_range_km,fuel_state,fuel_multiplier,aircraft_adjusted_range_km,usable_range_km,extended_range_km,binding_side,airport_icao,runway_length_m,runway_width_m,surface_type,approach_type,has_ils,has_medical,medical_level,has_rescue,rescue_category,has_firefighting,has_maintenance,fuel_available,open_24h,is_international,tower_available,weather_reporting,closure_status,restricted_status,unsafe_status,civil_military,slot_restricted,distance_km,runway_margin_m,distance_zone,target_rank,is_top_choice,distance_rank,range_coverage_ratio,runway_rank
S00291,OPKC,24.486165,67.694936,B787-9,wide_body,2807,mechanical,1041,critical,0.75,1050.0,1041.0,1890.443019,emergency,VABB,3509,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,803.211388,702,preferred,5.0,0,2,1.296,7
S00291,OPKC,24.486165,67.694936,B787-9,wide_body,2807,mechanical,1041,critical,0.75,1050.0,1041.0,1890.443019,emergency,OTHH,4850,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1624.157746,2043,extended,6.0,0,8,0.6409,1
S00291,OPKC,24.486165,67.694936,B787-9,wide_body,2807,mechanical,1041,critical,0.75,1050.0,1041.0,1890.443019,emergency,OMAA,4106,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1319.904563,1299,extended,7.0,0,7,0.7887,4
S00291,OPKC,24.486165,67.694936,B787-9,wide_body,2807,mechanical,1041,critical,0.75,1050.0,1041.0,1890.443019,emergency,OBBI,3956,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1723.80136,1149,extended,8.0,0,9,0.6039,6
S00291,OPKC,24.486165,67.694936,B787-9,wide_body,2807,mechanical,1041,critical,0.75,1050.0,1041.0,1890.443019,emergency,OPLA,3360,46,concrete,RNAV,0,0,none,1,basic,1,0,1,1,1,1,1,open,none,caution,civil,0,1022.093143,553,preferred,9.0,0,4,1.0185,9
S00291,OPKC,24.486165,67.694936,B787-9,wide_body,2807,mechanical,1041,critical,0.75,1050.0,1041.0,1890.443019,emergency,VNKT,3350,45,asphalt,VOR,0,0,none,0,none,0,0,1,1,1,1,1,open,none,caution,civil,0,1798.039533,543,extended,10.0,0,10,0.579,10
S00293,LGAV,37.960517,23.197409,E175,regional_jet,1854,weather,1081,low,0.9,675.0,675.0,1001.902549,aircraft_fuel,LGAV,4000,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,65.56287,2146,preferred,1.0,1,1,10.2955,2
S00293,LGAV,37.960517,23.197409,E175,regional_jet,1854,weather,1081,low,0.9,675.0,675.0,1001.902549,aircraft_fuel,LTFM,4100,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,0,open,none,safe,civil,0,600.257699,2246,preferred,2.0,0,2,1.1245,1
S00293,LGAV,37.960517,23.197409,E175,regional_jet,1854,weather,1081,low,0.9,675.0,675.0,1001.902549,aircraft_fuel,LTAC,3750,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,joint,0,879.254189,1896,extended,3.0,0,3,0.7677,3
S00293,LGAV,37.960517,23.197409,E175,regional_jet,1854,weather,1081,low,0.9,675.0,675.0,1001.902549,aircraft_fuel,LCLK,2987,45,asphalt,ILS,1,0,none,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,993.419048,1133,extended,4.0,0,4,0.6795,4
S00295,ULLI,60.224336,29.470206,A350-900,wide_body,2994,operational_constraints,589,normal,1.0,1500.0,589.0,1013.7457,emergency,ULLI,3780,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,64.513435,786,preferred,1.0,1,1,9.1299,1
S00295,ULLI,60.224336,29.470206,A350-900,wide_body,2994,operational_constraints,589,normal,1.0,1500.0,589.0,1013.7457,emergency,EFHK,3440,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,248.683339,446,preferred,2.0,0,2,2.3685,4
S00295,ULLI,60.224336,29.470206,A350-900,wide_body,2994,operational_constraints,589,normal,1.0,1500.0,589.0,1013.7457,emergency,ENGM,3600,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1011.578154,606,extended,3.0,0,5,0.5823,3
S00295,ULLI,60.224336,29.470206,A350-900,wide_body,2994,operational_constraints,589,normal,1.0,1500.0,589.0,1013.7457,emergency,ESSA,3301,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,645.247658,307,extended,4.0,0,3,0.9128,5
S00295,ULLI,60.224336,29.470206,A350-900,wide_body,2994,operational_constraints,589,normal,1.0,1500.0,589.0,1013.7457,emergency,UUEE,3700,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,663.069337,706,extended,5.0,0,4,0.8883,2
S00296,RJTT,36.167217,138.621075,A320,narrow_body,2435,operational_constraints,596,normal,1.0,950.0,596.0,971.67435,emergency,RJAA,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,165.136325,1565,preferred,1.0,1,2,3.6091,1
S00296,RJTT,36.167217,138.621075,A320,narrow_body,2435,operational_constraints,596,normal,1.0,950.0,596.0,971.67435,emergency,RJTT,3360,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,125.516136,925,preferred,2.0,0,1,4.7484,2
S00296,RJTT,36.167217,138.621075,A320,narrow_body,2435,operational_constraints,596,normal,1.0,950.0,596.0,971.67435,emergency,RJCC,3000,61,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,joint,0,780.379183,565,extended,3.0,0,3,0.7637,3
S00298,DAAG,35.908384,3.728166,A330-300,wide_body,3099,fuel,784,low,0.9,1170.0,784.0,1275.538803,emergency,DAAG,3500,60,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,0,open,none,safe,civil,0,98.729451,401,preferred,1.0,1,1,7.9409,5
S00298,DAAG,35.908384,3.728166,A330-300,wide_body,3099,fuel,784,low,0.9,1170.0,784.0,1275.538803,emergency,LEMD,4350,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,816.116731,1251,extended,2.0,0,3,0.9606,1
S00298,DAAG,35.908384,3.728166,A330-300,wide_body,3099,fuel,784,low,0.9,1170.0,784.0,1275.538803,emergency,DTTA,3200,45,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,591.05692,101,preferred,3.0,0,2,1.3264,6
S00298,DAAG,35.908384,3.728166,A330-300,wide_body,3099,fuel,784,low,0.9,1170.0,784.0,1275.538803,emergency,LIRF,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,986.297502,803,extended,4.0,0,4,0.7949,2
S00298,DAAG,35.908384,3.728166,A330-300,wide_body,3099,fuel,784,low,0.9,1170.0,784.0,1275.538803,emergency,GMMN,3720,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1072.588076,621,extended,5.0,0,5,0.7309,3
S00298,DAAG,35.908384,3.728166,A330-300,wide_body,3099,fuel,784,low,0.9,1170.0,784.0,1275.538803,emergency,LPPT,3707,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1180.037209,608,extended,6.0,0,6,0.6644,4
S00299,ESSA,59.755772,16.922732,E190,regional_jet,1992,security,618,low,0.9,720.0,618.0,890.414512,emergency,ESSA,3301,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,57.685684,1309,preferred,1.0,1,1,10.7132,4
S00299,ESSA,59.755772,16.922732,E190,regional_jet,1992,security,618,low,0.9,720.0,618.0,890.414512,emergency,ENGM,3600,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,327.484698,1608,preferred,2.0,0,2,1.8871,2
S00299,ESSA,59.755772,16.922732,E190,regional_jet,1992,security,618,low,0.9,720.0,618.0,890.414512,emergency,EFHK,3440,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,450.606862,1448,preferred,3.0,0,3,1.3715,3
S00299,ESSA,59.755772,16.922732,E190,regional_jet,1992,security,618,low,0.9,720.0,618.0,890.414512,emergency,ULLI,3780,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,745.384314,1788,extended,4.0,0,4,0.8291,1
S00300,EFHK,60.498931,23.77165,B767-300ER,wide_body,3163,medical,622,normal,1.0,1250.0,622.0,979.108829,emergency,EFHK,3440,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,68.44488,277,preferred,1.0,1,1,9.0876,4
S00300,EFHK,60.498931,23.77165,B767-300ER,wide_body,3163,medical,622,normal,1.0,1250.0,622.0,979.108829,emergency,ESSA,3301,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,337.505167,138,preferred,2.0,0,2,1.8429,5
S00300,EFHK,60.498931,23.77165,B767-300ER,wide_body,3163,medical,622,normal,1.0,1250.0,622.0,979.108829,emergency,ULLI,3780,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,367.381598,617,preferred,3.0,0,3,1.6931,1
S00300,EFHK,60.498931,23.77165,B767-300ER,wide_body,3163,medical,622,normal,1.0,1250.0,622.0,979.108829,emergency,ENGM,3600,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,696.842844,437,extended,4.0,0,4,0.8926,3
S00300,EFHK,60.498931,23.77165,B767-300ER,wide_body,3163,medical,622,normal,1.0,1250.0,622.0,979.108829,emergency,UUEE,3700,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,940.807232,537,extended,5.0,0,5,0.6611,2
S00301,ESSA,60.066686,16.912106,A319,narrow_body,2075,operational_constraints,1131,normal,1.0,900.0,900.0,1519.831613,aircraft_fuel,ESSA,3301,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,73.382845,1226,preferred,1.0,1,1,12.2644,9
S00301,ESSA,60.066686,16.912106,A319,narrow_body,2075,operational_constraints,1131,normal,1.0,900.0,900.0,1519.831613,aircraft_fuel,ENGM,3600,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,322.048978,1525,preferred,2.0,0,2,2.7946,6
S00301,ESSA,60.066686,16.912106,A319,narrow_body,2075,operational_constraints,1131,normal,1.0,900.0,900.0,1519.831613,aircraft_fuel,EFHK,3440,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,445.620749,1365,preferred,3.0,0,3,2.0197,7
S00301,ESSA,60.066686,16.912106,A319,narrow_body,2075,operational_constraints,1131,normal,1.0,900.0,900.0,1519.831613,aircraft_fuel,ULLI,3780,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,743.062584,1705,preferred,4.0,0,4,1.2112,4
S00301,ESSA,60.066686,16.912106,A319,narrow_body,2075,operational_constraints,1131,normal,1.0,900.0,900.0,1519.831613,aircraft_fuel,EHAM,3800,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1140.672146,1725,extended,5.0,0,5,0.789,3
S00301,ESSA,60.066686,16.912106,A319,narrow_body,2075,operational_constraints,1131,normal,1.0,900.0,900.0,1519.831613,aircraft_fuel,EDDF,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,1234.514082,1925,extended,6.0,0,6,0.729,1
S00301,ESSA,60.066686,16.912106,A319,narrow_body,2075,operational_constraints,1131,normal,1.0,900.0,900.0,1519.831613,aircraft_fuel,EGLL,3901,50,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1439.322782,1826,extended,7.0,0,9,0.6253,2
S00301,ESSA,60.066686,16.912106,A319,narrow_body,2075,operational_constraints,1131,normal,1.0,900.0,900.0,1519.831613,aircraft_fuel,EGKK,3317,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1453.803661,1242,extended,8.0,0,10,0.6191,8
S00301,ESSA,60.066686,16.912106,A319,narrow_body,2075,operational_constraints,1131,normal,1.0,900.0,900.0,1519.831613,aircraft_fuel,EGCC,3048,46,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1380.967415,973,extended,9.0,0,8,0.6517,10
S00301,ESSA,60.066686,16.912106,A319,narrow_body,2075,operational_constraints,1131,normal,1.0,900.0,900.0,1519.831613,aircraft_fuel,UUEE,3700,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,1283.552328,1625,extended,10.0,0,7,0.7012,5
S00302,ENGM,60.087547,9.140923,A330-300,wide_body,2899,weather,794,normal,1.0,1300.0,794.0,1311.441927,emergency,ENGM,3600,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,109.116783,701,preferred,1.0,1,1,7.2766,6
S00302,ENGM,60.087547,9.140923,A330-300,wide_body,2899,weather,794,normal,1.0,1300.0,794.0,1311.441927,emergency,ESSA,3301,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,492.586989,402,preferred,2.0,0,2,1.6119,9
S00302,ENGM,60.087547,9.140923,A330-300,wide_body,2899,weather,794,normal,1.0,1300.0,794.0,1311.441927,emergency,LFPG,4215,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1301.527122,1316,extended,3.0,0,11,0.6101,1
S00302,ENGM,60.087547,9.140923,A330-300,wide_body,2899,weather,794,normal,1.0,1300.0,794.0,1311.441927,emergency,EDDF,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,1119.318259,1101,extended,4.0,0,6,0.7094,2
S00302,ENGM,60.087547,9.140923,A330-300,wide_body,2899,weather,794,normal,1.0,1300.0,794.0,1311.441927,emergency,EHAM,3800,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,905.875717,901,extended,5.0,0,4,0.8765,4
S00302,ENGM,60.087547,9.140923,A330-300,wide_body,2899,weather,794,normal,1.0,1300.0,794.0,1311.441927,emergency,EGLL,3901,50,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1128.198596,1002,extended,6.0,0,7,0.7038,3
S00302,ENGM,60.087547,9.140923,A330-300,wide_body,2899,weather,794,normal,1.0,1300.0,794.0,1311.441927,emergency,EFHK,3440,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,872.560705,541,extended,7.0,0,3,0.91,7
S00302,ENGM,60.087547,9.140923,A330-300,wide_body,2899,weather,794,normal,1.0,1300.0,794.0,1311.441927,emergency,EGKK,3317,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1151.190754,418,extended,8.0,0,8,0.6897,8
S00302,ENGM,60.087547,9.140923,A330-300,wide_body,2899,weather,794,normal,1.0,1300.0,794.0,1311.441927,emergency,ULLI,3780,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,1171.719015,881,extended,9.0,0,9,0.6776,5
S00302,ENGM,60.087547,9.140923,A330-300,wide_body,2899,weather,794,normal,1.0,1300.0,794.0,1311.441927,emergency,EGCC,3048,46,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1019.9262,149,extended,10.0,0,5,0.7785,11
S00302,ENGM,60.087547,9.140923,A330-300,wide_body,2899,weather,794,normal,1.0,1300.0,794.0,1311.441927,emergency,EIDW,3110,45,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1190.84321,211,extended,11.0,0,10,0.6668,10
S00307,RJAA,35.503882,139.933505,A321,narrow_body,2510,technical,834,normal,1.0,1000.0,834.0,1318.710421,emergency,RJAA,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,50.582925,1490,preferred,1.0,1,2,16.4878,1
S00307,RJAA,35.503882,139.933505,A321,narrow_body,2510,technical,834,normal,1.0,1000.0,834.0,1318.710421,emergency,RJTT,3360,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,14.205883,850,preferred,2.0,0,1,58.7081,3
S00307,RJAA,35.503882,139.933505,A321,narrow_body,2510,technical,834,normal,1.0,1000.0,834.0,1318.710421,emergency,RKSI,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1223.865489,1490,extended,3.0,0,4,0.6814,1
S00307,RJAA,35.503882,139.933505,A321,narrow_body,2510,technical,834,normal,1.0,1000.0,834.0,1318.710421,emergency,RJCC,3000,61,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,joint,0,822.503991,490,preferred,4.0,0,3,1.014,4
S00308,LIRF,42.398041,11.334238,E190,regional_jet,1801,operational_constraints,1126,normal,1.0,800.0,800.0,1187.873512,aircraft_fuel,LIRF,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,100.440235,2101,preferred,1.0,1,1,7.9649,4
S00308,LIRF,42.398041,11.334238,E190,regional_jet,1801,operational_constraints,1126,normal,1.0,800.0,800.0,1187.873512,aircraft_fuel,DTTA,3200,45,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,624.030127,1399,preferred,2.0,0,2,1.282,6
S00308,LIRF,42.398041,11.334238,E190,regional_jet,1801,operational_constraints,1126,normal,1.0,800.0,800.0,1187.873512,aircraft_fuel,EDDF,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,874.57941,2199,extended,3.0,0,3,0.9147,2
S00308,LIRF,42.398041,11.334238,E190,regional_jet,1801,operational_constraints,1126,normal,1.0,800.0,800.0,1187.873512,aircraft_fuel,DAAG,3500,60,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,0,open,none,safe,civil,0,940.994063,1699,extended,4.0,0,4,0.8502,5
S00308,LIRF,42.398041,11.334238,E190,regional_jet,1801,operational_constraints,1126,normal,1.0,800.0,800.0,1187.873512,aircraft_fuel,LFPG,4215,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1001.322955,2414,extended,5.0,0,5,0.7989,1
S00308,LIRF,42.398041,11.334238,E190,regional_jet,1801,operational_constraints,1126,normal,1.0,800.0,800.0,1187.873512,aircraft_fuel,LGAV,4000,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1179.197846,2199,extended,6.0,0,6,0.6784,2
S00309,EGCC,53.540186,-2.082478,A350-900,wide_body,3022,fuel,391,low,0.9,1350.0,391.0,639.906765,emergency,EGLL,3901,50,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,254.956851,879,preferred,1.0,1,2,1.5336,2
S00309,EGCC,53.540186,-2.082478,A350-900,wide_body,3022,fuel,391,low,0.9,1350.0,391.0,639.906765,emergency,EGCC,3048,46,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,24.336442,26,preferred,2.0,0,1,16.0664,6
S00309,EGCC,53.540186,-2.082478,A350-900,wide_body,3022,fuel,391,low,0.9,1350.0,391.0,639.906765,emergency,EGKK,3317,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,295.461142,295,preferred,3.0,0,4,1.3234,4
S00309,EGCC,53.540186,-2.082478,A350-900,wide_body,3022,fuel,391,low,0.9,1350.0,391.0,639.906765,emergency,LFPG,4215,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,597.954353,1193,extended,4.0,0,6,0.6539,1
S00309,EGCC,53.540186,-2.082478,A350-900,wide_body,3022,fuel,391,low,0.9,1350.0,391.0,639.906765,emergency,EIDW,3110,45,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,276.786098,88,preferred,5.0,0,3,1.4126,5
S00309,EGCC,53.540186,-2.082478,A350-900,wide_body,3022,fuel,391,low,0.9,1350.0,391.0,639.906765,emergency,EHAM,3800,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,478.728833,778,extended,6.0,0,5,0.8167,3
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,LFPG,4215,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,35.082872,1347,preferred,1.0,1,1,31.6394,2
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,EDDF,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,419.721394,1132,preferred,2.0,0,5,2.6446,3
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,EGLL,3901,50,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,377.016468,1033,preferred,3.0,0,3,2.9442,5
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,LEMD,4350,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1069.576788,1482,preferred,4.0,0,9,1.0378,1
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,EHAM,3800,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,397.848711,932,preferred,5.0,0,4,2.79,6
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,EGKK,3317,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,337.827657,449,preferred,6.0,0,2,3.2857,11
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,LIRF,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1068.713924,1034,preferred,7.0,0,8,1.0386,4
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,EGCC,3048,46,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,616.360412,180,preferred,8.0,0,6,1.8009,15
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,EIDW,3110,45,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,817.796648,242,preferred,9.0,0,7,1.3573,14
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,LPPT,3707,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1485.134427,839,extended,10.0,0,13,0.7474,7
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,ENGM,3600,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1356.731782,732,extended,11.0,0,10,0.8181,8
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,DAAG,3500,60,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,0,open,none,safe,civil,0,1358.2518,632,extended,12.0,0,11,0.8172,9
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,EFHK,3440,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1883.123753,572,extended,13.0,0,15,0.5894,10
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,ESSA,3301,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1530.453699,433,extended,14.0,0,14,0.7253,12
S00311,LFPG,48.908023,3.009378,A330-300,wide_body,2868,weather,1110,normal,1.0,1300.0,1110.0,1921.486825,emergency,DTTA,3200,45,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,1462.36375,332,extended,15.0,0,12,0.759,13
S00317,BIKF,64.55286,-23.89273,B787-9,wide_body,2813,medical,1072,low,0.9,1260.0,1072.0,1856.040243,emergency,BIKF,3065,60,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,joint,0,88.585449,252,preferred,1.0,1,1,12.1013,3
S00317,BIKF,64.55286,-23.89273,B787-9,wide_body,2813,medical,1072,low,0.9,1260.0,1072.0,1856.040243,emergency,ENGM,3600,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1841.944463,787,extended,2.0,0,4,0.582,1
S00317,BIKF,64.55286,-23.89273,B787-9,wide_body,2813,medical,1072,low,0.9,1260.0,1072.0,1856.040243,emergency,EIDW,3110,45,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1585.681833,297,extended,3.0,0,2,0.676,2
S00317,BIKF,64.55286,-23.89273,B787-9,wide_body,2813,medical,1072,low,0.9,1260.0,1072.0,1856.040243,emergency,EGCC,3048,46,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1740.399567,235,extended,4.0,0,3,0.616,4
S00319,OMDB,25.447733,55.198619,B767-300ER,wide_body,3048,weather,945,normal,1.0,1250.0,945.0,1538.998893,emergency,OMDB,4447,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,28.008711,1399,preferred,1.0,1,1,33.7395,3
S00319,OMDB,25.447733,55.198619,B767-300ER,wide_body,3048,weather,945,normal,1.0,1250.0,945.0,1538.998893,emergency,OMAA,4106,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,124.900508,1058,preferred,2.0,0,2,7.566,5
S00319,OMDB,25.447733,55.198619,B767-300ER,wide_body,3048,weather,945,normal,1.0,1250.0,945.0,1538.998893,emergency,OTHH,4850,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,361.288481,1802,preferred,3.0,0,3,2.6156,1
